"RUA";"BAIRRO";"CIDADE";"CEP";"LATITUDE";"LONGITUDE"
" Rua Josefina Cecchino Pântano";" Jardim Brasília";" Americana/SP";"13468-750";-22.764905;-47.360325
" Rua Faustina de Almeida Chiaravalotti";" Jardim Amélia";" Americana/SP";"13468-650";-22.758087;-47.360381
" Rua Joana Dollo";" Jardim Terramérica II";" Americana/SP";"13468-840";-22.765355;-47.360382
" Avenida Monsenhor Bruno Nardini";" Jardim Miriam";" Americana/SP";"13469-070";-22.745218;-47.360445
" Rua Pedro Dollo";" Catharina Zanaga";" Americana/SP";"13469-391";-22.734273;-47.360473
" Rua Benaiah";" Jardim Terramérica I";" Americana/SP";"13468-824";-22.768539;-47.360518
" Rua Itariri";" Jardim Ipiranga";" Americana/SP";"13468-573";-22.75589;-47.360644
" Rua Ingás";" Jardim Ipiranga";" Americana/SP";"13468-470";-22.74759;-47.360663
" Avenida de Cillo";" Cidade Jardim I";" Americana/SP";"13466-550";-22.750728;-47.360669
" Rua Serra Ouricuri";" Parque Liberdade";" Americana/SP";"13470-422";-22.713442;-47.36068
" Rua Ana Esperança Zazeri";" Jardim Amélia";" Americana/SP";"13468-670";-22.760049;-47.360686
" Rua Serra da Ibiapaba";" Parque Liberdade";" Americana/SP";"13470-405";-22.718308;-47.36079
" Rua Serra do Tambor";" Parque Liberdade";" Americana/SP";"13470-404";-22.717741;-47.360877
" Rua da Felicidade";" Jardim Paz";" Americana/SP";"13470-474";-22.710106;-47.360884
" Rua Segundo Mori";" Parque Gramado";" Americana/SP";"13469-577";-22.720404;-47.360898
" Rua Serra do Pacaraima";" Parque Liberdade";" Americana/SP";"13470-421";-22.713813;-47.360902
" Rua Izolina Geminiani Rosa";" Jardim Brasília";" Americana/SP";"13468-700";-22.761213;-47.360921
" Rua Salvador Orlando";" Vila Dainese";" Americana/SP";"13469-294";-22.727141;-47.36093
" Rua Benedito das Chagas";" Parque Gramado";" Americana/SP";"13469-620";-22.722622;-47.360935
" Rua Albina Basseto";" Jardim Brasília";" Americana/SP";"13468-730";-22.763677;-47.36097
" Rua Miquelina Ardito Faraone";" Jardim Terramérica I";" Americana/SP";"13468-833";-22.766757;-47.360993
" Rua Serra dos Apiacas";" Parque Liberdade";" Americana/SP";"13470-403";-22.717309;-47.361022
" Rua Armando Alves";" Parque Gramado";" Americana/SP";"13469-600";-22.721532;-47.361028
" Rua da Gratidão";" Jardim Paz";" Americana/SP";"13470-472";-22.710547;-47.361029
" Rua da Brandura";" Jardim Paz";" Americana/SP";"13470-473";-22.71046;-47.361101
" Rua Itacolomi";" Jardim Ipiranga";" Americana/SP";"13468-540";-22.752998;-47.361161
" Rua Pedro Nicoletti";" Jardim Terramérica III";" Americana/SP";"13468-873";-22.766231;-47.361169
" Rua Indaiá";" Jardim Ipiranga";" Americana/SP";"13468-500";-22.753794;-47.361219
" Rua Iguaçu";" Jardim Ipiranga";" Americana/SP";"13468-572";-22.754474;-47.361228
" Rua da Lealdade";" Jardim Paz";" Americana/SP";"13470-471";-22.710831;-47.361373
" Praça Leão XIII";" Parque Residencial Nardini";" Americana/SP";"13468-299";-22.754439;-47.361415
" Praça Raul Leme Brisolla";" Parque Novo Mundo";" Americana/SP";"13467-479";-22.759657;-47.361441
" Rua Luiz Miante";" Jardim Terramérica III";" Americana/SP";"13468-872";-22.767124;-47.361446
" Rua Serra do Parima";" Parque Liberdade";" Americana/SP";"13470-420";-22.714076;-47.361447
" Rua Carolina Calligaris Cibim";" Parque Gramado";" Americana/SP";"13469-576";-22.720031;-47.361499
" Rua Jorge Fernandes";" Vila Molon";" Americana/SP";"13468-591";-22.761357;-47.361541
" Avenida Giaconda Cibin";" Jardim Brasília";" Americana/SP";"13468-800";-22.764734;-47.361614
" Rua Itapeura";" Jardim Ipiranga";" Americana/SP";"13468-602";-22.751652;-47.361686
" Rua José Bertie";" Parque Gramado";" Americana/SP";"13469-574";-22.723802;-47.361734
" Rua Joana Dollo";" Jardim Brasília";" Americana/SP";"13468-760";-22.765587;-47.361777
" Rua Florindo Boschero";" Parque Gramado";" Americana/SP";"13469-575";-22.721566;-47.361804
" Rua Ibirapuera";" Jardim Ipiranga";" Americana/SP";"13468-490";-22.75497;-47.362022
" Avenida Europa";" Catharina Zanaga";" Americana/SP";"13469-372";-22.742405;-47.362037
" Praça Pico da Neblina";" Parque Liberdade";" Americana/SP";"13470-438";-22.71378;-47.362156
" Rua da Esperança";" Jardim Paz";" Americana/SP";"13470-464";-22.712041;-47.362157
" Rua Serra dos Caipós";" Parque Liberdade";" Americana/SP";"13470-414";-22.715386;-47.362194
" Rua Imigrantes";" Jardim Ipiranga";" Americana/SP";"13468-550";-22.749709;-47.362344
" Rua Itajaí";" Jardim Ipiranga";" Americana/SP";"13468-571";-22.753241;-47.362356
" Rua Florindo Cibin";" São Jerônimo";" Americana/SP";"13470-800";-22.699277;-47.36242
" Rua Colômbia";" Vila Frezzarim";" Americana/SP";"13465-793";-22.841818;-47.362444
" Rua da Caridade";" Jardim Paz";" Americana/SP";"13470-466";-22.711293;-47.362471
" Rua Francisca Coral Chiquinho";" Jardim Brasília";" Americana/SP";"13468-710";-22.762628;-47.36248
" Rua João Belotti";" Parque Gramado";" Americana/SP";"13469-573";-22.721621;-47.362498
" Rua da Harmonia";" Jardim Paz";" Americana/SP";"13470-463";-22.712455;-47.362502
" Rua da Igualdade";" Jardim Paz";" Americana/SP";"13470-470";-22.710769;-47.36251
" Rua dos Sonhos";" Jardim Paz";" Americana/SP";"13470-467";-22.71208;-47.362639
" Rua do Pacificador";" Jardim Paz";" Americana/SP";"13470-462";-22.712786;-47.362652
" Rua Gabriel Pinheiro Chaves";" Jardim Amélia";" Americana/SP";"13468-672";-22.760799;-47.362784
" Rua Monsenhor Bruno Nardini";" Vila Dainese";" Americana/SP";"13469-291";-22.726686;-47.362827
" Rua Enzo Jurgensen";" Vila Dainese";" Americana/SP";"13469-292";-22.728942;-47.362829
" Rua Giovana Pontelo Pinese";" Jardim Brasília";" Americana/SP";"13468-770";-22.766242;-47.36286
" Praça Pico do Itatiaia";" Parque Liberdade";" Americana/SP";"13470-419";-22.71938;-47.363011
" Rua Ângela Carolina Campari Pace";" Jardim Brasília";" Americana/SP";"13468-810";-22.764757;-47.363105
" Rua Alfredo Spinola de Mello";" Parque Gramado";" Americana/SP";"13469-570";-22.721637;-47.363151
" Rua Luiz Urbano";" Parque Gramado";" Americana/SP";"13469-590";-22.720193;-47.363276
" Rua Francisca Coral Chiquinho";" Jardim Terramérica III";" Americana/SP";"13468-883";-22.762046;-47.363285
" Rua Natalino Estevam";" Parque Gramado";" Americana/SP";"13469-572";-22.720822;-47.363291
" Rua Itapemirim";" Jardim Ipiranga";" Americana/SP";"13468-480";-22.748661;-47.363293
" Rua Nazaré Paulista";" Jardim Brasília";" Americana/SP";"13468-811";-22.763227;-47.363299
" Avenida Nove de Julho";" Vila Zanini";" Americana/SP";"13471-280";-22.74375;-47.363331
" Praça Arlindo Reami";" Carioba";" Americana/SP";"13472-719";-22.735164;-47.363388
" Rua da Fábrica";" Carioba";" Americana/SP";"13472-724";-22.735161;-47.363388
" Rua da Usina";" Carioba";" Americana/SP";"13472-725";-22.735158;-47.363388
" Rua do Escritório";" Carioba";" Americana/SP";"13472-722";-22.735156;-47.363388
" Rua do Cromo";" Jardim Amélia";" Americana/SP";"13468-671";-22.762403;-47.363408
" Rua Amélia Bérgamo Nardini";" Vila Dainese";" Americana/SP";"13469-295";-22.725541;-47.363441
" Rua Igarata";" Jardim Ipiranga";" Americana/SP";"13468-450";-22.745655;-47.363641
" Rua da Alegria";" Jardim Paz";" Americana/SP";"13470-465";-22.711287;-47.363866
" Rua do Amor";" Jardim Paz";" Americana/SP";"13470-475";-22.709295;-47.363894
" Rua Sérgio Chiqueto";" Parque São Jerônimo";" Americana/SP";"13469-681";-22.714159;-47.363915
" Rua da Benevolência";" Jardim Paz";" Americana/SP";"13470-461";-22.712646;-47.363918
" Rua Antônio Horschutz Sobrinho";" Parque Gramado";" Americana/SP";"13469-571";-22.720923;-47.363957
" Rua Icaraí";" Jardim Ipiranga";" Americana/SP";"13468-580";-22.754461;-47.363967
" Rua Serra do Japi";" Parque Liberdade";" Americana/SP";"13470-450";-22.712883;-47.364038
" Rua José Pádulla";" Parque Gramado";" Americana/SP";"13469-630";-22.72254;-47.364052
" Avenida Marginal Três";" Vila Dainese";" Americana/SP";"13469-300";-22.735904;-47.364239
" Avenida Piracicaba";" Vila Dainese";" Americana/SP";"13469-523";-22.735904;-47.364239
" Rua Alfredo Pacce";" Vila Dainese";" Americana/SP";"13469-270";-22.735904;-47.364239
" Rua Estevan José Bartag";" Vila Dainese";" Americana/SP";"13469-263";-22.735904;-47.364239
" Rua Felipe Pio";" Vila Dainese";" Americana/SP";"13469-272";-22.735904;-47.364239
" Rua Jacui";" Vila Dainese";" Americana/SP";"13469-522";-22.735904;-47.364239
" Rua Ary Dell Agnese";" Parque Gramado";" Americana/SP";"13469-560";-22.722341;-47.364664
" Praça Alziro Zarur";" Parque Gramado";" Americana/SP";"13469-589";-22.712243;-47.364966
" Rua José Sacoman";" Parque São Jerônimo";" Americana/SP";"13469-670";-22.71535;-47.364988
" Rua da Aliança";" Jardim Paz";" Americana/SP";"13470-492";-22.707951;-47.365135
" Rua da Prudência";" Jardim Paz";" Americana/SP";"13470-481";-22.710817;-47.365165
" Rua Thomaz Biancardi";" Parque Gramado";" Americana/SP";"13469-580";-22.718977;-47.365292
" Rua Projetada";" Parque São Jerônimo";" Americana/SP";"13469-671";-22.714885;-47.365296
" Rua Rosa Crescimani Reami";" Parque Gramado";" Americana/SP";"13469-561";-22.719678;-47.365345
" Rua da União";" Jardim Paz";" Americana/SP";"13470-480";-22.709804;-47.365388
" Rua João Dell Agnese";" Parque São Jerônimo";" Americana/SP";"13469-680";-22.713677;-47.36557
" Praça Pico das Agulhas Negras";" Parque Liberdade";" Americana/SP";"13470-409";-22.71561;-47.365579
" Rua Álvaro de Mattos";" Parque São Jerônimo";" Americana/SP";"13469-690";-22.712871;-47.365581
" Rua Antonieta Bertini Cordenonsi";" Loteamento Mantovani";" Americana/SP";"13475-255";-22.7331;-47.365613
" Rua José Sacilotto";" Loteamento Mantovani";" Americana/SP";"13475-252";-22.733089;-47.365614
" Rua Luigi Dominoni";" Loteamento Mantovani";" Americana/SP";"13475-251";-22.733079;-47.365614
" Rua Miguel Brancatti";" Loteamento Mantovani";" Americana/SP";"13475-253";-22.733068;-47.365614
" Rua Paulo Cordenonsi";" Loteamento Mantovani";" Americana/SP";"13475-254";-22.733058;-47.365614
" Rua da Meditação";" Jardim Paz";" Americana/SP";"13470-495";-22.706904;-47.365764
" Rua da Tranqüilidade";" Jardim Paz";" Americana/SP";"13470-482";-22.710861;-47.365793
" Rua Miguel Lauro Sacoman";" Parque São Jerônimo";" Americana/SP";"13469-650";-22.716526;-47.365935
" Rua Florindo Cibin";" Parque Liberdade";" Americana/SP";"13470-437";-22.731535;-47.365975
" Rua do Afeto";" Jardim Paz";" Americana/SP";"13470-497";-22.708393;-47.366007
" Rua da Bondade";" Jardim Paz";" Americana/SP";"13470-494";-22.707286;-47.366022
" Rua Gregório Sacoman";" Parque São Jerônimo";" Americana/SP";"13469-660";-22.715938;-47.366065
" Rua da Plenitude";" Jardim Paz";" Americana/SP";"13470-493";-22.707665;-47.366272
" Rua São Pedro";" Jardim São Roque";" Americana/SP";"13469-423";-22.733489;-47.366662
" Rua da Serenidade";" Jardim Paz";" Americana/SP";"13470-484";-22.710376;-47.366677
" Praça Augustino Dainese";" Jardim São Roque";" Americana/SP";"13469-439";-22.732385;-47.366679
" Rua Waldomiro Perez";" Parque São Jerônimo";" Americana/SP";"13469-661";-22.715971;-47.366738
" Rua Professora Zulmira Rameh Saab";" Jardim Terramérica II";" Americana/SP";"13468-844";-22.76414;-47.366758
" Rua Áurea Possenti";" Jardim Terramérica II";" Americana/SP";"13468-842";-22.764123;-47.36676
" Rua Humberto Polo";" Parque São Jerônimo";" Americana/SP";"13469-740";-22.714543;-47.366774
" Rua Josefina Cabana Delben";" Jardim Terramérica I";" Americana/SP";"13468-826";-22.767115;-47.36693
" Avenida Luiz Bassette";" Jardim da Balsa I";" Americana/SP";"13470-680";-22.713419;-47.36698
" Rua Francisca Coral Chiquinho";" Jardim Terramérica II";" Americana/SP";"13468-854";-22.762316;-47.367014
" Rua Faustino Susigan";" Parque São Jerônimo";" Americana/SP";"13469-691";-22.71214;-47.367048
" Rua da Lembrança";" Jardim Paz";" Americana/SP";"13470-485";-22.710108;-47.367109
" Rua dos Ideais";" Jardim Paz";" Americana/SP";"13470-488";-22.708913;-47.367135
" Rua Heitor Santon";" Parque São Jerônimo";" Americana/SP";"13469-720";-22.711833;-47.36716
" Rua Carlos Vassallo";" Parque São Jerônimo";" Americana/SP";"13469-710";-22.713226;-47.367346
" Rua Sinceridade";" Jardim Paz";" Americana/SP";"13470-487";-22.709292;-47.367388
" Rua São João";" Jardim São Roque";" Americana/SP";"13469-418";-22.736818;-47.367406
" Rua Josefina Cabana Delben";" Jardim Terramérica II";" Americana/SP";"13468-841";-22.765934;-47.367466
" Rua da Confiança";" Jardim Paz";" Americana/SP";"13470-490";-22.708965;-47.367484
" Avenida Doosan";" Parque São Jerônimo";" Americana/SP";"13469-765";-22.699463;-47.367489
" Rua Ema Itália Bufarah";" Parque São Jerônimo";" Americana/SP";"13469-640";-22.71846;-47.367591
" Rua da Devoção";" Jardim Paz";" Americana/SP";"13470-496";-22.707165;-47.367602
" Rua Compreensão";" Jardim Paz";" Americana/SP";"13470-486";-22.709659;-47.367619
" Rua Marina Zandoná Rubinato";" Jardim Terramérica II";" Americana/SP";"13468-846";-22.763019;-47.367683
" Rua da Concórdia";" Jardim Paz";" Americana/SP";"13470-498";-22.707472;-47.367807
" Rua Albina Basseto";" Jardim Terramérica II";" Americana/SP";"13468-845";-22.763633;-47.367896
" Avenida Armando Salles de Oliveira";" Jardim Ipiranga";" Americana/SP";"13468-570";-22.753668;-47.367928
" Rua São Marcos";" Jardim São Roque";" Americana/SP";"13469-421";-22.73251;-47.368195
" Rua Miquelina Ardito Faraone";" Jardim Brasília";" Americana/SP";"13468-780";-22.766738;-47.368488
" Rua Santo Onofre";" Jardim São Roque";" Americana/SP";"13469-416";-22.732665;-47.368515
" Rua da Dedicação";" Jardim Paz";" Americana/SP";"13470-491";-22.708967;-47.368711
" Rua Giovana Pontelo Pinese";" Jardim Terramérica I";" Americana/SP";"13468-834";-22.766341;-47.369018
" Praça João Sgubim";" Parque Gramado";" Americana/SP";"13469-579";-22.724151;-47.36936
" Rua Yolanda Galter Lopes";" Loteamento Residencial e Comercial Bairro Pacaembu";" Americana/SP";"13470-815";-22.700783;-47.369366
" Avenida Giaconda Cibin";" Jardim Terramérica I";" Americana/SP";"13468-820";-22.767271;-47.369382
" Rua Emílio Colombo";" Parque São Jerônimo";" Americana/SP";"13469-700";-22.711554;-47.369538
" Rua Fernando Marangoni";" Vila Dainese";" Americana/SP";"13469-271";-22.738508;-47.369888
" Rua da Solidariedade";" Jardim Paz";" Americana/SP";"13470-460";-22.711128;-47.370125
" Rua Estevão Carlos Vicentini";" Jardim Residencial Dona Rosa";" Americana/SP";"13469-804";-22.708459;-47.370183
" Rua Lucia Scognamillo Basanella";" Jardim Residencial Dona Rosa";" Americana/SP";"13469-802";-22.710259;-47.370261
" Rua Serra do Espinhaço";" Parque Liberdade";" Americana/SP";"13470-415";-22.715878;-47.370434
" Rua Iacanga";" Vila Molon";" Americana/SP";"13468-590";-22.754077;-47.370684
" Rua Maria Amélia Santos Stéfani";" Jardim das Orquídeas";" Americana/SP";"13469-785";-22.70241;-47.371011
" Praça da Independência";" Jardim Ipiranga";" Americana/SP";"13468-439";-22.749457;-47.371091
" Avenida Rogério Zanaga de Camargo Neves";" Loteamento Residencial e Comercial Bairro Pacaembu";" Americana/SP";"13470-802";-22.720155;-47.371106
" Rua Cyra de Oliveira Petrin";" Jardim das Orquídeas";" Americana/SP";"13469-786";-22.705939;-47.371395
" Rua Maria Amélia Santos Stéfani";" Jardim Governador Mário Covas III";" Americana/SP";"13470-662";-22.703137;-47.371395
" Rua Josué Santos Caio";" Jardim Governador Mário Covas III";" Americana/SP";"13470-658";-22.703472;-47.371422
" Rua Osni Martinelli";" Jardim Governador Mário Covas III";" Americana/SP";"13470-650";-22.70386;-47.371498
" Avenida da Amizade";" Vila Dainese";" Americana/SP";"13469-293";-22.727154;-47.371577
" Rua Benedicto de Paula";" Jardim Governador Mário Covas II";" Americana/SP";"13470-632";-22.706089;-47.37159
" Rua do Chumbo";" Vila Molon";" Americana/SP";"13468-600";-22.753318;-47.371596
" Rua Dulcineia Dias de Souza";" Loteamento Residencial e Comercial Bairro Pacaembu";" Americana/SP";"13470-807";-22.701158;-47.371608
" Rua Benedito Ramos";" Jardim Governador Mário Covas III";" Americana/SP";"13470-654";-22.703872;-47.371663
" Rua do Alumínio";" Vila Molon";" Americana/SP";"13468-603";-22.754297;-47.372191
" Rua do Estanho";" Vila Molon";" Americana/SP";"13468-601";-22.750628;-47.372202
" Rua B";" Jardim São Roque";" Americana/SP";"13469-415";-22.760313;-47.372317
" Rua do Sódio";" Jardim Amélia";" Americana/SP";"13468-691";-22.761406;-47.372555
" Rua Sueli Siviero Dias";" Jardim Governador Mário Covas II";" Americana/SP";"13470-636";-22.705804;-47.372761
" Rua G";" Carioba";" Americana/SP";"13472-712";-22.756294;-47.372835
" Rua Adelino Ferreira Campos";" Jardim Residencial Dona Rosa";" Americana/SP";"13469-800";-22.708549;-47.372915
" Rua Francisco Carlos Maciel";" Jardim Governador Mário Covas II";" Americana/SP";"13470-624";-22.706725;-47.373136
" Praça Doutor Adolfo Bezerra de Menezes Cavalcanti";" Santa Cruz";" Americana/SP";"13477-439";-22.724026;-47.37318
" Rua Júlio Justi";" Parque São Jerônimo";" Americana/SP";"13469-730";-22.711975;-47.373195
" Rua Antônio de Sá Filho";" Jardim Governador Mário Covas II";" Americana/SP";"13470-628";-22.706636;-47.373227
" Rua Oracy Alves";" Loteamento Residencial e Comercial Bairro Pacaembu";" Americana/SP";"13470-808";-22.699567;-47.373599
" Avenida Rogério Zanaga de Camargo Neves";" Jardim das Orquídeas";" Americana/SP";"13469-790";-22.70434;-47.373842
" Rua Arnaldo Zapella";" Jardim das Orquídeas";" Americana/SP";"13469-788";-22.705827;-47.374075
" Rodovia Anhanguera";" Parque Primavera";" Americana/SP";"13474-000";-22.729219;-47.374138
" Rua Alvaro Vicente de Luca";" Loteamento Residencial e Comercial Bairro Pacaembu";" Americana/SP";"13470-809";-22.699713;-47.374297
" Rua São Paulo";" Jardim São Roque";" Americana/SP";"13469-422";-22.736847;-47.374636
" Avenida João Luiz Mazer";" Parque São Jerônimo";" Americana/SP";"13469-750";-22.711545;-47.374835
" Rua Antônio Dirceu de Leão";" Jardim das Orquídeas";" Americana/SP";"13469-792";-22.705206;-47.375196
" Rua Clovis Zalaf";" Loteamento Residencial e Comercial Bairro Pacaembu";" Americana/SP";"13470-810";-22.699292;-47.375356
" Rua Clóvis Cazassa";" Parque Gramado";" Americana/SP";"13469-631";-22.715336;-47.376733
" Rua João Ginetti";" Jardim das Orquídeas";" Americana/SP";"13469-794";-22.716592;-47.376948
" Praça da Fraternidade";" Jardim Paz";" Americana/SP";"13470-499";-22.705901;-47.377662
" Rua Rio Pelotas";" Jardim da Balsa II";" Americana/SP";"13470-713";-22.699975;-47.379424
" Rua Rio do Peixe";" Jardim da Balsa II";" Americana/SP";"13470-722";-22.6987;-47.381385
" Rua Jair Roberto Antoniolli";" Loteamento Residencial e Comercial Bairro Pacaembu";" Americana/SP";"13470-816";-22.695678;-47.381478
